Vehicle ID,Latitude,Longitude,Direction
veh0,1269.797274843483,4177.8732456893085,196.2009335317784
veh0,1261.9057563199065,4150.712112584143,196.2009335317755
veh0,1253.9426413106016,4123.330153212497,196.2467718124558
veh0,1246.0423321588335,4095.0313589644575,194.74871858013606
veh0,1237.985440687652,4067.37936130379,196.79434340066172
veh0,1229.6054183791045,4039.955518813853,196.98060852100463
veh0,1221.3954768171277,4011.7399017762336,196.22349256921913
veh0,1213.439609334041,3984.397476935541,196.22349256921663
veh0,1205.0380880676564,3956.515320581756,196.90217063532845
veh0,1196.7228701557408,3929.0164370368134,198.5328344557862
veh0,1187.681661136932,3902.0161740644376,198.42241467259703
veh0,1179.2871934030672,3873.804230398232,196.1922243482673
veh0,1171.3207843026569,3846.369774126291,196.1922243482673
veh0,1163.5088460019974,3818.6127222861287,195.16881582670075
veh0,1155.9585833800356,3790.7632408105787,195.1688158266994
veh1,86.76226411151215,4.92643475773073,354.5119568386811
veh0,1148.4471494292968,3763.0569806260078,195.16881582670075
veh1,83.23797983925851,29.8772760058879,350.20688363080006
veh0,1140.8330829200356,3734.972155657604,195.1688158266994
veh1,78.92256026895956,54.87879883978402,350.20688363080006
veh0,1133.1495454948563,3706.6310841077484,195.16881582670075
veh1,74.57592471452595,80.06117248723643,350.20688363080006
veh0,1125.740468491691,3679.3136307158366,195.2025791602223
veh1,70.31433399800162,104.74423374537423,350.20366904627
veh0,1118.1085033600887,3651.311052769737,195.24540261369546
veh1,65.57212195984735,129.34353125177572,347.7767596574258
veh0,1110.6001439561194,3623.7619987801736,195.24540261369796
veh1,60.16207448442593,154.3169455635241,347.7767596574258
veh0,1102.8828519577976,3595.4111606253045,195.213765398287
veh1,54.82550402734247,178.95118133207438,347.7767596574257
veh0,1095.8079061303467,3567.5242069666137,193.00131452752333
veh1,49.41576940317778,203.92315148569145,347.7767596574257
veh0,1089.2491030408412,3539.2311430756167,193.09189306434536
veh1,43.989596853147056,228.9710010349965,347.7767596574258
veh0,1082.8918239571938,3511.32939454639,191.62354600536486
veh1,38.605052407415364,253.8266903675206,347.7767596574258
veh0,1077.5914327896837,3483.6097017813436,190.82508135364154
veh1,33.22969403622186,278.63997570148774,347.7767596574258
veh0,1072.2630335230947,3455.743533807794,190.825081353638
veh1,27.964378593572082,303.535530432819,348.9183363561332
veh0,1066.9500912398396,3427.958201911348,190.82508135363898
veh1,23.184018791910535,327.9425707209771,348.9183363561331
veh0,1061.5172750943466,3399.545960315829,190.82508135363898
veh1,18.418449318917425,352.274096160324,348.91833635613324
veh2,1266.7266006192804,4178.761888193274,196.20395178977728
veh0,1056.1205239605722,3371.322329525213,190.82508135363898
veh1,13.55109066908809,377.13899332096304,348.92469266623726
veh2,1258.8936427079043,4151.807609480651,196.20395178977728
veh0,1050.648682909915,3342.705997637646,190.825081353638
veh1,9.420589772137701,401.5664523830033,353.6449441751346
veh2,1251.1674658437692,4125.240116375894,196.24321705512816
veh0,1045.1269683741787,3313.828840154418,190.82508135363898
veh1,6.613088920708185,426.774375133916,353.6449441751346
veh2,1243.8078519819107,4099.103159959063,194.74871858013768
veh0,1039.6710059213199,3285.2955492799774,190.82508135363898
veh1,3.7802155310482677,452.21011223558156,353.6449441751346
veh2,1236.3256470120139,4072.9358639891784,196.42300393724935
veh0,1034.3280069919692,3257.35302879707,190.82508135363898
veh1,1.4868716746203485,477.2477877559519,356.0967640564622
veh2,1228.390360045231,4046.9345499223236,197.006124480392
veh0,1028.8372196429855,3228.637612605714,190.82508135363898
veh1,-0.2792517182316354,503.13267634576187,356.0967640564622
veh2,1220.8122699143491,4021.185308355641,196.21485242783382
veh0,1023.54111305046,3200.940327074104,190.8250813536403
veh1,-1.4548007789434303,528.6085173803593,1.3594374013065553
veh2,1216.1663973502243,3993.768798987786,196.22349256921518
veh0,1018.0187651323455,3172.0598571627215,190.825081353638
veh1,-0.856322093672952,553.8276763466141,1.3594374013065553
veh2,1208.4415928837232,3967.716048401214,196.90217063532745
veh0,1012.5700152934995,3143.564286418391,190.8250813536403
veh1,-0.26756901851343473,578.6370100117033,1.3594374013065553
veh2,1200.3309730009446,3941.0244905326185,196.90217063532745
veh0,1007.1582007175984,3114.7893132600366,190.60547837151606
veh1,0.3489278878162505,604.6154347502652,1.359437401306568
veh2,1191.959407331926,3914.8070139391452,198.53283445578538
veh0,1001.9701932052237,3087.0820924433865,190.60547837151643
veh1,1.049330836445905,629.7308546458071,2.5554731367809564
veh2,1183.5833653832872,3888.3847377723646,196.7334224125512
veh0,996.6048224436186,3058.427640401749,190.60547837151512
veh1,3.0420253311837744,655.7102396898698,5.3507100333153375
veh2,1175.7607085634959,3861.6598385015236,196.1922243482673
veh0,990.7262116344685,3030.3454122281937,193.4303845952816
veh1,5.419667941821978,681.0961469480685,5.350710033315223
veh2,1168.0220362363689,3835.009654599907,196.1922243482673
veh0,984.1328445656196,3002.734313354834,193.43038459528034
veh1,9.441194513888709,706.7827291514069,8.942985759023765
veh2,1160.6457455461825,3808.0520481613735,195.16881582669825
veh0,977.4961325838991,2974.9416986243323,193.4303845952816
veh1,13.430522406363291,732.1335965373224,8.942985759023752
veh2,1153.545575589315,3781.862753617913,195.16881582669825
veh0,970.7577520475548,2947.0777354830248,194.04849488174747
veh1,17.389808346124667,756.8802028052689,9.679448013584812
veh2,1146.4372595992256,3755.6434120664653,195.1688158266994
veh0,963.9058244135624,2919.6949108827716,194.04849488174872
veh1,22.185979169052278,782.1385059269707,10.751602993449135
veh2,1139.4202067470262,3729.7606986821847,195.16881582669825
veh0,956.8559817983803,2891.521145177304,194.04849488174747
veh1,26.818815158313637,806.5366310251222,10.751602993448893
veh2,1132.2441957149222,3703.291660939629,195.16881582670075
veh0,949.8920495801335,2863.6907090363447,194.04849488174872
