Vehicle ID,Latitude,Longitude,Direction
veh0,1266.7266006192804,4178.761888193274,196.20395178977728
veh0,1258.8313423341908,4151.593225380037,196.20395178977728
veh0,1250.86542189516,4124.2033937015185,196.24321705512816
veh0,1242.9635780875753,4095.8960917632194,194.74871858013518
veh0,1234.9052766217999,4068.235737955702,196.80763260748253
veh0,1226.517939367235,4040.8053663055534,196.98229150739917
veh0,1218.3098523328074,4012.5802571219265,196.21485242783527
veh0,1210.3557819849761,3985.2286338898452,196.21485242783527
veh0,1201.9475937234802,3957.3396049179682,196.91255393182024
veh0,1193.624774489208,3929.8344078577043,198.53840017973482
veh0,1184.5833185274196,3902.8255284369425,198.36761211270385
veh0,1176.1863454424142,3874.6053592491558,196.1875311475535
veh0,1168.2198537787651,3847.162224797804,196.1875311475535
veh0,1160.4077692850874,3819.3964373706817,195.17044392527646
veh0,1152.8545063569065,3791.5390235679765,195.17044392527896
veh1,89.94978108419288,5.226562329465631,354.4843272424394
veh0,1145.3400875295981,3763.8248718497607,195.17044392527646
veh1,86.43176759398361,30.180323427757045,350.2140287236457
veh0,1137.722995359874,3735.7320475216584,195.17044392527896
veh1,82.11915720129234,55.18417390667459,350.21402872364575
veh0,1130.036404668037,3707.3829036257634,195.17044392527896
veh1,77.77535114491086,80.36889203638263,350.2140287236457
veh0,1122.624319493059,3680.057686963503,195.20497045798086
veh1,73.5105830381293,105.05322378464464,350.1932856692515
veh0,1114.9901217448237,3652.0469172843164,195.2454026136963
veh1,68.77832535699464,129.65633153763937,347.77502992785054
veh0,1107.4795658832184,3624.489804233279,195.2454026136963
veh1,63.36713663682545,154.63137013258248,347.7750299278505
veh0,1099.7631011220603,3596.12983382735,195.2031400497409
veh1,58.02944043490647,179.26720812398767,347.7750299278506
veh0,1092.6886291079925,3568.233965311781,193.0146607930262
veh1,52.6185646319897,204.24080246687072,347.7750299278506
veh0,1086.125554832461,3539.933167276269,193.08970657211535
veh1,47.19124743564092,229.29028114067512,347.77502992785065
veh0,1079.766427023945,3512.023235471054,191.63370283242998
veh1,41.80556712500308,254.14758709950314,347.7750299278505
veh0,1074.464861121087,3484.2953618684237,190.82430478467873
veh1,36.42907482669775,278.9624863017973,347.7750299278505
veh0,1069.1352809116638,3456.420969828461,190.82430478468132
veh1,31.156902972465698,303.85847659000115,348.92236490608
veh0,1063.821161111334,3428.627437722533,190.82430478467973
veh1,26.377917215111587,328.26760004686673,348.92236490608
veh0,1058.3871408809039,3400.2068108993763,190.82430478468132
veh1,21.613717535162856,352.60120220964285,348.92236490608
veh2,1269.797274843483,4177.8732456893085,196.2009335317784
veh0,1052.9891936553465,3371.974850545317,190.82430478468132
veh1,16.74417632322141,377.46752013411424,348.9198584997372
veh2,1261.9680271836874,4150.926437268889,196.2009335317755
veh0,1047.5161398705914,3343.3500731974996,190.82430478467873
